contest,pref_voter_id,serial_number,tally,precinct,vote_rank,candidate,over_vote,under_vote
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004849,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004849,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004849,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004850,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004850,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004850,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004851,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004851,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004851,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004852,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004852,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004852,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004853,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004853,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004853,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004854,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004854,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004854,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004855,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004855,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004855,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004856,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004856,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004856,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004857,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004857,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004857,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004858,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004858,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004858,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004859,0000001,Vote by Mail - 400C,200300,1,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004859,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004859,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004860,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004860,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004860,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004861,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004861,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004861,0000001,Vote by Mail - 400C,200300,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004862,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004862,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004862,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004863,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004863,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004863,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004864,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004864,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004864,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004865,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004865,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004865,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004866,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004866,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004866,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004867,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004867,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004867,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004868,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004868,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004868,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004869,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004869,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004869,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004870,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004870,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004870,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004871,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004871,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004871,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004872,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004872,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004872,0000001,Vote by Mail - 400C,200300,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004873,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004873,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004873,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004874,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004874,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004874,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004875,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004875,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004875,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004876,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004876,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004876,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004877,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004877,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004877,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004878,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004878,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004878,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004879,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004879,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004879,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004880,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004880,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004880,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004881,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004881,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004881,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004882,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004882,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004882,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004883,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004883,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004883,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004884,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004884,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004884,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004885,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004885,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004885,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004886,0000001,Vote by Mail - 400C,200300,1,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004886,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004886,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004887,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004887,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004887,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004888,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004888,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004888,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004889,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004889,0000001,Vote by Mail - 400C,200300,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004889,0000001,Vote by Mail - 400C,200300,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004890,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004890,0000001,Vote by Mail - 400C,200300,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004890,0000001,Vote by Mail - 400C,200300,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004891,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004891,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004891,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004892,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004892,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004892,0000001,Vote by Mail - 400C,200300,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004893,0000001,Vote by Mail - 400C,200300,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004893,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004893,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004894,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004894,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004894,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004895,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004895,0000001,Vote by Mail - 400C,200300,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004895,0000001,Vote by Mail - 400C,200300,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004896,0000001,Vote by Mail - 400C,200300,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004896,0000001,Vote by Mail - 400C,200300,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004896,0000001,Vote by Mail - 400C,200300,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004897,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004897,0000001,Vote by Mail - 400C,201410,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004897,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004898,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004898,0000001,Vote by Mail - 400C,201410,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004898,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004899,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004899,0000001,Vote by Mail - 400C,201410,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004899,0000001,Vote by Mail - 400C,201410,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004900,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004900,0000001,Vote by Mail - 400C,201410,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004900,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004901,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004901,0000001,Vote by Mail - 400C,201410,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004901,0000001,Vote by Mail - 400C,201410,3,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004902,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004902,0000001,Vote by Mail - 400C,201410,2,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004902,0000001,Vote by Mail - 400C,201410,3,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004903,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004903,0000001,Vote by Mail - 400C,201410,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004903,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004904,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004904,0000001,Vote by Mail - 400C,201410,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004904,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004905,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004905,0000001,Vote by Mail - 400C,201410,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004905,0000001,Vote by Mail - 400C,201410,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004906,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004906,0000001,Vote by Mail - 400C,201410,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004906,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004907,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004907,0000001,Vote by Mail - 400C,201410,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004907,0000001,Vote by Mail - 400C,201410,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004908,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004908,0000001,Vote by Mail - 400C,201410,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004908,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004909,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004909,0000001,Vote by Mail - 400C,201410,2,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004909,0000001,Vote by Mail - 400C,201410,3,NA,0,1
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004910,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004910,0000001,Vote by Mail - 400C,201410,2,FRED DODSWORTH,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004910,0000001,Vote by Mail - 400C,201410,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004911,0000001,Vote by Mail - 400C,201410,1,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004911,0000001,Vote by Mail - 400C,201410,2,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004911,0000001,Vote by Mail - 400C,201410,3,ISABELLE GASTON,0,0
"Member, City Council, Dist. 6 - Berkeley (RCV)",000004912,0000001,Vote by Mail - 400C,201410,1,SUSAN WENGRAF,0,0
